text,clean_text,created_at,date,hour,month,day_of_week,user_location,country,hashtags,sentiment,compound_score,retweet_count,like_count
Israel's response is disproportionate. Too many civilian casualties. #Gaza #GazaUnderAttack,israels response is disproportionate too many civilian casualties #gaza #gazaunderattack,2023-03-07 04:26:31.995997,2023-03-07,4,2023-03,Tuesday,Australia,Australia,"#gaza, #gazaunderattack",Neutral,0.0,16,43
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Putin #RussiaUkraine,russia has legitimate security concerns nato expansion threatens peace #russia #putin #russiaukraine,2023-03-07 08:49:27.883941,2023-03-07,8,2023-03,Tuesday,Netherlands,Other,"#russia, #putin, #russiaukraine",Positive,0.5106,46,34
Western media bias against Russia is obvious. Two sides to every story. #Sanctions #PeaceNotWar,western media bias against russia is obvious two sides to every story #sanctions #peacenotwar,2023-03-07 13:12:23.771885,2023-03-07,13,2023-03,Tuesday,United Kingdom,UK,"#sanctions, #peacenotwar",Negative,-0.1027,11,57
Aid organizations providing relief in conflict zones. #HumanitarianCrisis #Peace,aid organizations providing relief in conflict zones #humanitariancrisis #peace,2023-03-07 17:35:19.659829,2023-03-07,17,2023-03,Tuesday,Turkey,Turkey,"#humanitariancrisis, #peace",Positive,0.6486,123,1
The truth about Donbas is more complex than media shows. #RussiaUkraine #Putin,the truth about donbas is more complex than media shows #russiaukraine #putin,2023-03-07 21:58:15.547773,2023-03-07,21,2023-03,Tuesday,Palestine,Palestine,"#russiaukraine, #putin",Positive,0.3182,66,146
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Russia #Sanctions,russia has legitimate security concerns nato expansion threatens peace #russia #russia #sanctions,2023-03-08 02:21:11.435717,2023-03-08,2,2023-03,Wednesday,Germany,Germany,"#russia, #russia, #sanctions",Positive,0.5106,15,40
International community must act to stop the bloodshed. #Palestine #Israel #Hamas,international community must act to stop the bloodshed #palestine #israel #hamas,2023-03-08 06:44:07.323661,2023-03-08,6,2023-03,Wednesday,Palestine,Palestine,"#palestine, #israel, #hamas",Negative,-0.296,4,109
Israel has the right to defend itself against Hamas attacks. #Israel #Hamas #Israel,israel has the right to defend itself against hamas attacks #israel #hamas #israel,2023-03-08 11:07:03.211605,2023-03-08,11,2023-03,Wednesday,Turkey,Turkey,"#israel, #hamas, #israel",Negative,-0.4404,29,133
Sanctions on Russia will hurt ordinary people most. Not fair. #Putin,sanctions on russia will hurt ordinary people most not fair #putin,2023-03-08 15:29:59.099549,2023-03-08,15,2023-03,Wednesday,United States,USA,#putin,Negative,-0.6849,6,71
International community must act to stop the bloodshed. #Palestine #GazaUnderAttack,international community must act to stop the bloodshed #palestine #gazaunderattack,2023-03-08 19:52:54.987493,2023-03-08,19,2023-03,Wednesday,Canada,Other,"#palestine, #gazaunderattack",Negative,-0.296,26,1
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #PeaceNotWar,russia has legitimate security concerns nato expansion threatens peace #russia #peacenotwar,2023-03-09 00:15:50.875437,2023-03-09,0,2023-03,Thursday,France,France,"#russia, #peacenotwar",Positive,0.5106,64,115
International community must act to stop the bloodshed. #Palestine #IsraelHamasWar #Hamas,international community must act to stop the bloodshed #palestine #israelhamaswar #hamas,2023-03-09 04:38:46.763381,2023-03-09,4,2023-03,Thursday,Germany,Germany,"#palestine, #israelhamaswar, #hamas",Negative,-0.296,110,10
Hamas must release all hostages immediately. #IsraelHamasWar #GazaUnderAttack,hamas must release all hostages immediately #israelhamaswar #gazaunderattack,2023-03-09 09:01:42.651325,2023-03-09,9,2023-03,Thursday,,Other,"#israelhamaswar, #gazaunderattack",Neutral,0.0,39,133
We stand with the Israeli people after the October 7 attacks. #Israel #Gaza,we stand with the israeli people after the october attacks #israel #gaza,2023-03-09 13:24:38.539269,2023-03-09,13,2023-03,Thursday,Netherlands,Other,"#israel, #gaza",Negative,-0.4404,15,34
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #StopRussia,russian forces advancing near kharkiv the world watches in horror #ukrainewar #stoprussia,2023-03-09 17:47:34.427213,2023-03-09,17,2023-03,Thursday,,Other,"#ukrainewar, #stoprussia",Negative,-0.5719,20,259
Sanctions on Russia will hurt ordinary people most. Not fair. #Putin,sanctions on russia will hurt ordinary people most not fair #putin,2023-03-09 22:10:30.315157,2023-03-09,22,2023-03,Thursday,Turkey,Turkey,#putin,Negative,-0.6849,36,35
Media coverage of the war has been intense this week. #HumanitarianCrisis,media coverage of the war has been intense this week #humanitariancrisis,2023-03-10 02:33:26.203101,2023-03-10,2,2023-03,Friday,Russia,Russia,#humanitariancrisis,Negative,-0.5574,80,48
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #IsraelHamasWar #GazaUnderAttack,praying for peace in gaza too many innocent lives lost #gaza #palestine #israelhamaswar #gazaunderattack,2023-03-10 06:56:22.091045,2023-03-10,6,2023-03,Friday,United Kingdom,UK,"#gaza, #palestine, #israelhamaswar, #gazaunderattack",Positive,0.7269,49,34
Both Israelis and Palestinians deserve peace and security. #MiddleEast #GazaUnderAttack #CeasefireNow,both israelis and palestinians deserve peace and security #middleeast #gazaunderattack #ceasefirenow,2023-03-10 11:19:17.978989,2023-03-10,11,2023-03,Friday,United Kingdom,UK,"#middleeast, #gazaunderattack, #ceasefirenow",Positive,0.7096,34,184
Sanctions on Russia will hurt ordinary people most. Not fair. #Russia #Sanctions,sanctions on russia will hurt ordinary people most not fair #russia #sanctions,2023-03-10 15:42:13.866933,2023-03-10,15,2023-03,Friday,France,France,"#russia, #sanctions",Negative,-0.6849,11,39
International community must act to stop the bloodshed. #Palestine #Gaza #Palestine,international community must act to stop the bloodshed #palestine #gaza #palestine,2023-03-10 20:05:09.754877,2023-03-10,20,2023-03,Friday,,Other,"#palestine, #gaza, #palestine",Negative,-0.296,10,130
Hamas must release all hostages immediately. #IsraelHamasWar #GazaUnderAttack,hamas must release all hostages immediately #israelhamaswar #gazaunderattack,2023-03-11 00:28:05.642821,2023-03-11,0,2023-03,Saturday,Turkey,Turkey,"#israelhamaswar, #gazaunderattack",Neutral,0.0,38,52
Sanctions on Russia will hurt ordinary people most. Not fair. #Sanctions #RussiaUkraine,sanctions on russia will hurt ordinary people most not fair #sanctions #russiaukraine,2023-03-11 04:51:01.530765,2023-03-11,4,2023-03,Saturday,Ukraine,Ukraine,"#sanctions, #russiaukraine",Negative,-0.6849,19,52
Propaganda from both sides. Hard to know the truth about #UkraineWar #RussiaUkraine #Putin,propaganda from both sides hard to know the truth about #ukrainewar #russiaukraine #putin,2023-03-11 09:13:57.418709,2023-03-11,9,2023-03,Saturday,Palestine,Palestine,"#ukrainewar, #russiaukraine, #putin",Neutral,-0.0258,4,211
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #Zelensky #NATO,zelenskys speech was powerful and moving ukraine will not fall #ukraine #zelensky #nato,2023-03-11 13:36:53.306653,2023-03-11,13,2023-03,Saturday,Germany,Germany,"#ukraine, #zelensky, #nato",Positive,0.4215,26,1
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #StandWithUkraine,nato should do more to support ukraine stop the war now #nato #ukraine #standwithukraine,2023-03-11 17:59:49.194597,2023-03-11,17,2023-03,Saturday,,Other,"#nato, #ukraine, #standwithukraine",Negative,-0.5289,67,238
Western media bias against Russia is obvious. Two sides to every story. #Putin #Sanctions,western media bias against russia is obvious two sides to every story #putin #sanctions,2023-03-11 22:22:45.082541,2023-03-11,22,2023-03,Saturday,India,India,"#putin, #sanctions",Negative,-0.1027,65,256
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #NATO #StopRussia,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #nato #stoprussia,2023-03-12 02:45:40.970485,2023-03-12,2,2023-03,Sunday,Poland,Poland,"#slavaukraini, #nato, #stoprussia",Positive,0.7827,2,59
Russian propaganda is everywhere online. Stay critical. #InfoWar #UkraineWar #StandWithUkraine,russian propaganda is everywhere online stay critical #infowar #ukrainewar #standwithukraine,2023-03-12 07:08:36.858429,2023-03-12,7,2023-03,Sunday,United States,USA,"#infowar, #ukrainewar, #standwithukraine",Negative,-0.5106,38,143
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #CeasefireNow,praying for peace in gaza too many innocent lives lost #gaza #palestine #ceasefirenow,2023-03-12 11:31:32.746373,2023-03-12,11,2023-03,Sunday,United Kingdom,UK,"#gaza, #palestine, #ceasefirenow",Positive,0.7269,1,348
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #GazaUnderAttack #Hamas,ceasefire needed now in gaza children are dying #ceasefirenow #gazaunderattack #hamas,2023-03-12 15:54:28.634317,2023-03-12,15,2023-03,Sunday,Ukraine,Ukraine,"#ceasefirenow, #gazaunderattack, #hamas",Neutral,0.0,72,136
Israel's response is disproportionate. Too many civilian casualties. #Gaza #Gaza,israels response is disproportionate too many civilian casualties #gaza #gaza,2023-03-12 20:17:24.522261,2023-03-12,20,2023-03,Sunday,Germany,Germany,"#gaza, #gaza",Neutral,0.0,41,118
Aid must reach Gaza immediately. People are starving. #GazaAid #Palestine #Gaza,aid must reach gaza immediately people are starving #gazaaid #palestine #gaza,2023-03-13 00:40:20.410205,2023-03-13,0,2023-03,Monday,,Other,"#gazaaid, #palestine, #gaza",Negative,-0.4019,11,16
More weapons needed for Ukraine to defend itself. #UkraineSupport #UkraineWar #Zelensky,more weapons needed for ukraine to defend itself #ukrainesupport #ukrainewar #zelensky,2023-03-13 05:03:16.298149,2023-03-13,5,2023-03,Monday,Italy,Other,"#ukrainesupport, #ukrainewar, #zelensky",Negative,-0.4927,31,9
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #Russia #PeaceNotWar,supporting ukraine but not blindly need peace negotiations now #russia #russia #peacenotwar,2023-03-13 09:26:12.186093,2023-03-13,9,2023-03,Monday,Israel,Israel,"#russia, #russia, #peacenotwar",Negative,-0.4263,104,59
Sanctions on Russia will hurt ordinary people most. Not fair. #RussiaUkraine,sanctions on russia will hurt ordinary people most not fair #russiaukraine,2023-03-13 13:49:08.074037,2023-03-13,13,2023-03,Monday,Canada,Other,#russiaukraine,Negative,-0.6849,29,86
Aid organizations providing relief in conflict zones. #UN #Peace,aid organizations providing relief in conflict zones #un #peace,2023-03-13 18:12:03.961980,2023-03-13,18,2023-03,Monday,Germany,Germany,"#un, #peace",Positive,0.6486,12,51
Propaganda from both sides. Hard to know the truth about #UkraineWar #Russia #RussiaUkraine,propaganda from both sides hard to know the truth about #ukrainewar #russia #russiaukraine,2023-03-13 22:34:59.849924,2023-03-13,22,2023-03,Monday,India,India,"#ukrainewar, #russia, #russiaukraine",Neutral,-0.0258,132,57
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #GazaUnderAttack,praying for peace in gaza too many innocent lives lost #gaza #palestine #gazaunderattack,2023-03-14 02:57:55.737868,2023-03-14,2,2023-03,Tuesday,France,France,"#gaza, #palestine, #gazaunderattack",Positive,0.7269,72,105
Israel's response is disproportionate. Too many civilian casualties. #Gaza #IsraelHamasWar #GazaUnderAttack,israels response is disproportionate too many civilian casualties #gaza #israelhamaswar #gazaunderattack,2023-03-14 07:20:51.625812,2023-03-14,7,2023-03,Tuesday,Australia,Australia,"#gaza, #israelhamaswar, #gazaunderattack",Neutral,0.0,67,22
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #UkraineWar,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #ukrainewar,2023-03-14 11:43:47.513756,2023-03-14,11,2023-03,Tuesday,Turkey,Turkey,"#stoprussia, #ukrainewar",Negative,-0.7717,43,120
Refugees fleeing Ukraine into Poland and Romania. Heartbreaking scenes. #StandWithUkraine,refugees fleeing ukraine into poland and romania heartbreaking scenes #standwithukraine,2023-03-14 16:06:43.401700,2023-03-14,16,2023-03,Tuesday,United Kingdom,UK,#standwithukraine,Negative,-0.4588,27,286
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Russia #Sanctions,russia has legitimate security concerns nato expansion threatens peace #russia #russia #sanctions,2023-03-14 20:29:39.289644,2023-03-14,20,2023-03,Tuesday,,Other,"#russia, #russia, #sanctions",Positive,0.5106,15,141
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #SlavaUkraini,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #slavaukraini,2023-03-15 00:52:35.177588,2023-03-15,0,2023-03,Wednesday,Netherlands,Other,"#stoprussia, #slavaukraini",Negative,-0.7717,12,108
More weapons needed for Ukraine to defend itself. #UkraineSupport #SlavaUkraini,more weapons needed for ukraine to defend itself #ukrainesupport #slavaukraini,2023-03-15 05:15:31.065532,2023-03-15,5,2023-03,Wednesday,Australia,Australia,"#ukrainesupport, #slavaukraini",Negative,-0.4927,8,29
Russian military performance worse than expected. #Ukraine #Russia #RussiaUkraine #Sanctions,russian military performance worse than expected #ukraine #russia #russiaukraine #sanctions,2023-03-15 09:38:26.953476,2023-03-15,9,2023-03,Wednesday,Ukraine,Ukraine,"#ukraine, #russia, #russiaukraine, #sanctions",Negative,-0.4767,49,234
Aid must reach Gaza immediately. People are starving. #GazaAid #Hamas #Gaza,aid must reach gaza immediately people are starving #gazaaid #hamas #gaza,2023-03-15 14:01:22.841420,2023-03-15,14,2023-03,Wednesday,United Kingdom,UK,"#gazaaid, #hamas, #gaza",Negative,-0.4019,68,201
International community must act to stop the bloodshed. #Palestine #Gaza #CeasefireNow,international community must act to stop the bloodshed #palestine #gaza #ceasefirenow,2023-03-15 18:24:18.729364,2023-03-15,18,2023-03,Wednesday,Turkey,Turkey,"#palestine, #gaza, #ceasefirenow",Negative,-0.296,0,75
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #RussiaUkraine,russia has legitimate security concerns nato expansion threatens peace #russia #russiaukraine,2023-03-15 22:47:14.617308,2023-03-15,22,2023-03,Wednesday,India,India,"#russia, #russiaukraine",Positive,0.5106,0,10
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #StopRussia #UkraineWar,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #stoprussia #ukrainewar,2023-03-16 03:10:10.505252,2023-03-16,3,2023-03,Thursday,India,India,"#stoprussia, #stoprussia, #ukrainewar",Negative,-0.7717,0,334
The truth about Donbas is more complex than media shows. #RussiaUkraine #RussiaUkraine,the truth about donbas is more complex than media shows #russiaukraine #russiaukraine,2023-03-16 07:33:06.393196,2023-03-16,7,2023-03,Thursday,India,India,"#russiaukraine, #russiaukraine",Positive,0.3182,56,17
Russian people are not responsible for Putin's decisions. #PeaceNotWar #PeaceNotWar,russian people are not responsible for putins decisions #peacenotwar #peacenotwar,2023-03-16 11:56:02.281140,2023-03-16,11,2023-03,Thursday,Ukraine,Ukraine,"#peacenotwar, #peacenotwar",Negative,-0.2411,50,76
Western media bias against Russia is obvious. Two sides to every story. #Putin #PeaceNotWar,western media bias against russia is obvious two sides to every story #putin #peacenotwar,2023-03-16 16:18:58.169084,2023-03-16,16,2023-03,Thursday,Netherlands,Other,"#putin, #peacenotwar",Negative,-0.1027,2,72
Israel's response is disproportionate. Too many civilian casualties. #Gaza #IsraelHamasWar #GazaUnderAttack,israels response is disproportionate too many civilian casualties #gaza #israelhamaswar #gazaunderattack,2023-03-16 20:41:54.057028,2023-03-16,20,2023-03,Thursday,Palestine,Palestine,"#gaza, #israelhamaswar, #gazaunderattack",Neutral,0.0,51,439
